CityName,mp_year,Apples (red) - Retail,Beans - Retail,Bread (wheat) - Retail,Bread - Retail,Cabbage - Retail,Carrots - Retail,Cucumbers - Retail,Eggs - Retail,Fish (frozen) - Retail,Garlic - Retail,Meat (beef) - Retail,Meat (chicken) - Retail,Meat (lamb) - Retail,Meat (pork) - Retail,Milk - Retail,Oil (sunflower) - Retail,Oil (vegetable) - Retail,Onions - Retail,Oranges - Retail,Pasta - Retail,Peas - Retail,Potatoes - Retail,Rice (high quality) - Retail,Rice (low quality) - Retail,Salt - Retail,Sugar (local) - Retail,Sugar (white) - Retail,Tea (black) - Retail,Tomatoes - Retail,Walnuts - Retail,Wheat - Retail,Wheat flour (first grade) - Retail
A'zaz,2019,0.018476337578756774,0.10941035333020888,0.3824305698272309,0.5954768918128107,0.020561444181631416,0.1096797898535226,0.08226254322995596,0.5608750253634514,0.6632899928782732,0.511508870664046,0.021221316764706843,0.9259117304855019,0.20011704038678402,0.4956769110737752,0.6872593981313663,0.30065070939098215,0.5426767965547715,0.3053237415792396,0.30222721408751196,0.1220810737148521,0.11216463957528733,0.11315299233886665,0.5907193364630244,0.9801330037041267,0.30910039914141985,0.6861822306913389,0.34329926642241415,0.391000382589648,0.1222472566342562,0.13307340941467372,0.7628290701805476,0.23155619291390572
A'zaz,2020,0.018476337578756774,0.10941035333020888,0.3824305698272309,0.5954768918128107,0.020561444181631416,0.1497129131500584,0.1850832743804462,0.9915966909607399,0.6632899928782732,0.511508870664046,0.021221316764706843,0.9259117304855019,0.20011704038678402,0.4956769110737752,0.6872593981313663,0.30065070939098215,0.5426767965547715,0.1028248029876774,0.30222721408751196,0.1220810737148521,0.11216463957528733,0.15019276223066752,0.5907193364630244,0.9801330037041267,0.30910039914141985,0.6861822306913389,0.34329926642241415,0.391000382589648,0.25338315537787426,0.13307340941467372,0.7628290701805476,0.23155619291390572
A'zaz,2021,0.018476337578756774,0.10941035333020888,0.3824305698272309,0.5954768918128107,0.020561444181631416,0.5095540419744555,0.941463896155175,3.290348013973205,0.6632899928782732,0.511508870664046,0.021221316764706843,0.9259117304855019,0.20011704038678402,0.4956769110737752,0.6872593981313663,0.30065070939098215,0.5426767965547715,0.3633599855222677,0.30222721408751196,0.1220810737148521,0.11216463957528733,0.2742451562662806,0.5907193364630244,0.9801330037041267,0.30910039914141985,0.6861822306913389,0.34329926642241415,0.391000382589648,0.8727769277594064,0.13307340941467372,0.7628290701805476,0.23155619291390572
Aba,2014,0.018476337578756774,0.10941035333020888,0.3824305698272309,0.6408193779904306,0.020561444181631416,0.38132660565787535,0.08226254322995596,0.18853295193082176,0.6632899928782732,0.511508870664046,0.021221316764706843,0.9259117304855019,0.20011704038678402,0.4956769110737752,0.6872593981313663,0.30065070939098215,0.5426767965547715,0.3053237415792396,0.30222721408751196,0.1220810737148521,0.11216463957528733,0.33047716418793593,0.5907193364630244,0.9801330037041267,0.30910039914141985,0.6861822306913389,0.34329926642241415,0.391000382589648,0.5899480605358834,0.13307340941467372,0.7628290701805476,0.23155619291390572
Aba,2015,0.018476337578756774,0.10941035333020888,0.3824305698272309,0.7401913875598087,0.020561444181631416,0.38132660565787535,0.08226254322995596,0.18853295193082176,0.6632899928782732,0.511508870664046,0.021221316764706843,0.9259117304855019,0.20011704038678402,0.4956769110737752,0.6872593981313663,0.30065070939098215,0.5426767965547715,0.3053237415792396,0.30222721408751196,0.1220810737148521,0.11216463957528733,0.33047716418793593,0.5907193364630244,0.9801330037041267,0.30910039914141985,0.6861822306913389,0.34329926642241415,0.391000382589648,0.5899480605358834,0.13307340941467372,0.7628290701805476,0.23155619291390572
Aba,2016,0.018476337578756774,0.10941035333020888,0.3824305698272309,0.5794258373205742,0.020561444181631416,0.38132660565787535,0.08226254322995596,0.18853295193082176,0.6632899928782732,0.511508870664046,0.021221316764706843,0.9259117304855019,0.20011704038678402,0.4956769110737752,0.6872593981313663,0.30065070939098215,0.5426767965547715,0.3053237415792396,0.30222721408751196,0.1220810737148521,0.11216463957528733,0.33047716418793593,0.5907193364630244,0.9801330037041267,0.30910039914141985,0.6861822306913389,0.34329926642241415,0.391000382589648,0.5899480605358834,0.13307340941467372,0.7628290701805476,0.23155619291390572
Aba,2017,0.018476337578756774,0.10941035333020888,0.3824305698272309,0.5980861244019139,0.020561444181631416,0.38132660565787535,0.08226254322995596,0.18853295193082176,0.6632899928782732,0.511508870664046,0.021221316764706843,0.9259117304855019,0.20011704038678402,0.4956769110737752,0.6872593981313663,0.30065070939098215,0.5426767965547715,0.3053237415792396,0.30222721408751196,0.1220810737148521,0.11216463957528733,0.33047716418793593,0.5907193364630244,0.9801330037041267,0.30910039914141985,0.6861822306913389,0.34329926642241415,0.391000382589648,0.5899480605358834,0.13307340941467372,0.7628290701805476,0.23155619291390572
Aba,2020,0.018476337578756774,1.615324040733088,0.3824305698272309,0.5954768918128107,0.020561444181631416,0.38132660565787535,0.08226254322995596,0.18853295193082176,0.6632899928782732,0.511508870664046,6.05746515274908,0.9259117304855019,0.20011704038678402,6.05746515274908,0.6872593981313663,0.30065070939098215,1.86940105130673,0.3053237415792396,0.30222721408751196,0.1220810737148521,0.11216463957528733,1.3461033672775733,0.5907193364630244,0.9801330037041267,1.4807137040053306,0.6861822306913389,0.34329926642241415,0.391000382589648,0.5899480605358834,0.13307340941467372,0.7628290701805476,0.23155619291390572
Aba,2021,0.018476337578756774,1.615324040733088,0.3824305698272309,0.5954768918128107,0.020561444181631416,0.38132660565787535,0.08226254322995596,0.18853295193082176,0.6632899928782732,0.511508870664046,6.05746515274908,0.9259117304855019,0.20011704038678402,6.05746515274908,0.6872593981313663,0.30065070939098215,2.804606365722824,0.3053237415792396,0.30222721408751196,0.1220810737148521,0.11216463957528733,1.3461033672775733,0.5907193364630244,0.9801330037041267,0.9422723570943012,0.6861822306913389,0.34329926642241415,0.391000382589648,0.5899480605358834,0.13307340941467372,0.7628290701805476,0.23155619291390572
Abaala,2011,0.018476337578756774,0.10941035333020888,0.3824305698272309,0.5954768918128107,0.020561444181631416,0.38132660565787535,0.08226254322995596,0.18853295193082176,0.6632899928782732,0.511508870664046,0.021221316764706843,0.9259117304855019,0.20011704038678402,0.4956769110737752,0.6872593981313663,0.30065070939098215,0.5426767965547715,0.3053237415792396,0.30222721408751196,0.1220810737148521,0.11216463957528733,0.33047716418793593,0.5907193364630244,0.9801330037041267,0.30910039914141985,0.6861822306913389,0.34329926642241415,0.391000382589648,0.5899480605358834,0.13307340941467372,0.1275510204081632,0.23155619291390572
